AGREEMENT_RK,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,OWN_AUTO,FL_PRESENCE_FL,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
62180768,27,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,18010,1,0,0
66968326,22,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,6000,4480,1,0,1
62951876,46,0,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,14000,5530,1,1,0
66745797,40,1,Среднее,Разведен(а),2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,7000,5640,3,2,0
62082693,32,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 10000 до 20000 руб.,5000,11700,1,0,0
73827277,58,1,Среднее специальное,Не состоял в браке,0,0,1,1,0,0,от 20000 до 50000 руб.,23000,16657,1,0,0
67320200,25,1,Среднее специальное,Не состоял в браке,2 и больше,2 и больше,1,0,1,1,свыше 50000 руб.,25000,6958,1,0,1
64843791,52,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,7000,15200,1,0,0
66897482,33,0,Среднее,Состою в браке,2 и больше,1,1,0,0,0,свыше 50000 руб.,37000,11748,1,0,0
61517887,57,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,6000,5300,1,0,0
72285679,38,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,16000,7370,1,0,0
61832879,34,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,30000,24085,1,0,0
60447437,60,1,Среднее,Вдовец/Вдова,2 и больше,0,1,0,1,1,от 20000 до 50000 руб.,10000,11990,1,0,0
64602100,41,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,8000,4380,2,2,0
63990293,30,1,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,4300,3996,1,0,0
60388772,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,14000,6399,1,0,1
62365753,56,1,Среднее,Состою в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,12000,9000,1,0,0
61302901,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,27860,1,0,0
67167160,58,1,Неполное среднее,Не состоял в браке,1,1,1,0,0,1,от 5000 до 10000 руб.,8000,35520,3,2,0
62031297,33,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,9500,6150,1,0,0
61119299,31,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,от 20000 до 50000 руб.,19000,15000,1,1,0
63991476,47,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,23000,16060,1,0,0
60444067,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,27000,12317,1,0,1
75285837,33,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,10000,8076,1,0,0
74957443,53,0,Высшее,Состою в браке,2 и больше,1,1,0,0,0,от 10000 до 20000 руб.,13000,18000,1,1,0
67428086,39,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,5220,1,0,0
62162933,45,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,16000,19470,1,0,0
62498207,50,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,20000,28810,1,1,0
62508154,50,1,Высшее,Состою в браке,2 и больше,0,1,0,0,0,свыше 50000 руб.,15000,16900,1,1,0
61922464,30,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,9000,44000,1,1,0
61028608,65,1,Высшее,Состою в браке,0,0,0,1,0,1,от 10000 до 20000 руб.,8000,21086,1,1,0
66900191,26,1,Среднее специальное,Гражданский брак,1,1,1,0,0,0,от 10000 до 20000 руб.,7100,23000,1,0,0
63604271,33,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,16000,7847,1,1,0
64357613,23,1,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,25000,11460,1,0,0
74556315,36,0,Среднее,Состою в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,7000,26300,2,2,0
64441698,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,8700,6903,1,0,0
63090243,33,1,Среднее специальное,Гражданский брак,1,1,1,0,0,1,от 20000 до 50000 руб.,15000,20000,1,0,0
66744354,28,0,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,15000,9840,2,2,0
62500629,33,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,4490,1,1,0
66196363,26,1,Среднее специальное,Гражданский брак,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,10417,1,0,0
62632002,47,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,10000,12057,1,0,0
62490401,51,0,Среднее специальное,Состою в браке,1,0,1,0,0,1,от 10000 до 20000 руб.,7500,3390,1,1,1
59976648,62,1,Среднее специальное,Разведен(а),2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,23000,17531,1,0,0
65419319,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,10000,10060,1,1,0
60391075,44,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 10000 до 20000 руб.,7800,6120,1,0,0
60380689,53,1,Среднее специальное,Состою в браке,1,0,1,0,0,1,от 5000 до 10000 руб.,5000,4675,1,0,0
63008148,31,0,Высшее,Состою в браке,1,1,1,0,1,1,свыше 50000 руб.,40000,48572,1,0,0
66089719,26,1,Высшее,Разведен(а),0,0,1,0,0,1,от 10000 до 20000 руб.,12000,11305,1,1,0
59972240,35,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,7800,8917,1,0,1
63913134,57,1,Среднее,Состою в браке,1,0,0,1,0,0,от 10000 до 20000 руб.,6500,17560,1,0,1
66921269,23,1,Среднее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,11500,20880,1,0,0
61051822,26,0,Среднее специальное,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,13000,5189,1,1,0
66665771,46,1,Высшее,Разведен(а),1,1,1,0,0,1,от 20000 до 50000 руб.,25000,3321,1,1,0
67174616,22,0,Среднее специальное,Состою в браке,0,1,1,0,1,0,от 5000 до 10000 руб.,10000,5090,1,1,0
63981018,58,0,Среднее специальное,Состою в браке,2 и больше,0,1,1,0,1,от 20000 до 50000 руб.,25000,20598,1,1,0
59967705,45,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,1,0,0,1,от 5000 до 10000 руб.,5000,7625,1,0,0
72292529,59,1,Среднее специальное,Не состоял в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,6300,10605,1,0,0
73835263,29,1,Среднее,Не состоял в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,12000,22945,2,1,0
62031506,47,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,20000,38108,1,0,1
67425531,50,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,9000,12500,1,0,0
62244731,46,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 20000 до 50000 руб.,15000,5000,2,1,0
74018912,23,1,Среднее,Гражданский брак,2 и больше,2 и больше,1,0,0,0,от 5000 до 10000 руб.,7000,19924,1,0,0
65200604,40,0,Среднее,Гражданский брак,1,0,1,0,0,0,от 20000 до 50000 руб.,18000,8874,1,0,0
64822929,33,1,Высшее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,10000,15000,1,0,0
63998572,31,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,20000,3290,1,1,0
74276959,35,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,свыше 50000 руб.,20000,32907,1,0,0
65409209,23,1,Среднее,Не состоял в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,6150,1,1,0
60043375,52,1,Среднее,Не состоял в браке,1,0,1,0,0,0,от 10000 до 20000 руб.,12000,15600,1,0,0
62032179,31,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,40000,20000,1,0,0
72269722,34,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,15000,11170,1,0,0
62140171,59,1,Среднее,Состою в браке,0,0,0,1,0,0,от 5000 до 10000 руб.,6000,9891,1,0,0
67233230,36,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,15000,18810,4,3,0
74020284,50,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,6000,7680,1,0,0
74845108,22,1,Среднее,Не состоял в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,15000,22627,1,0,0
60378933,57,1,Среднее,Состою в браке,0,0,1,1,0,0,от 20000 до 50000 руб.,15000,43573,1,0,0
60102867,33,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,7190,1,0,0
62770387,42,1,Среднее,Состою в браке,2 и больше,1,1,0,0,0,от 20000 до 50000 руб.,4000,16000,1,0,1
67549828,33,1,Среднее специальное,Разведен(а),2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,18000,3470,1,0,0
74823896,24,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,свыше 50000 руб.,30000,23390,1,1,1
62234744,50,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,свыше 50000 руб.,40000,15800,2,1,0
61369530,28,0,Среднее,Не состоял в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,20000,14390,1,0,0
66318423,60,1,Неполное среднее,Вдовец/Вдова,0,0,0,1,0,0,от 5000 до 10000 руб.,6000,9550,2,2,0
64915437,38,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 20000 до 50000 руб.,25000,15523,1,0,0
66896898,42,0,Среднее,Состою в браке,1,0,1,0,0,1,от 10000 до 20000 руб.,12000,36500,2,2,0
67317067,50,1,Высшее,Не состоял в браке,2 и больше,1,1,0,0,0,от 5000 до 10000 руб.,10000,13800,1,0,0
74643652,32,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,8000,5430,1,1,0
64374419,29,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,11000,4244,1,0,1
64281112,46,0,Среднее специальное,Состою в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,15000,13141,1,1,0
74519607,39,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,32000,3130,3,3,0
74273515,23,0,Высшее,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,25000,21499,1,0,0
74469178,42,1,Среднее специальное,Не состоял в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,20000,19497,1,0,0
64374068,32,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,31490,1,0,0
60096719,62,1,Высшее,Не состоял в браке,0,0,0,1,0,1,от 10000 до 20000 руб.,10000,18200,1,0,0
67276902,22,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,17000,11680,1,0,0
63320736,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,13000,6086,1,0,0
62603377,50,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,7000,9500,1,0,0
67168502,46,1,Высшее,Вдовец/Вдова,0,0,1,0,0,1,от 10000 до 20000 руб.,16000,2691,1,1,0
74481304,48,1,Среднее специальное,Не состоял в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,14000,12829,3,2,0
64448016,64,1,Среднее,Состою в браке,2 и больше,2 и больше,0,1,0,0,от 10000 до 20000 руб.,7500,14747,1,0,0
59969141,36,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,18000,14387,1,0,0
75211826,25,0,Высшее,Состою в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,12000,8943,1,0,0
67166227,52,1,Среднее,Состою в браке,0,0,1,1,1,0,от 10000 до 20000 руб.,9000,13010,2,1,0
62378538,37,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,18000,34195,1,0,0
63986737,30,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,10000,8606,2,1,0
64424605,35,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,25000,53364,1,0,1
64847685,51,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,1,0,свыше 50000 руб.,7800,16381,1,0,0
61415601,34,1,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,25000,11446,1,0,0
67315211,37,1,Среднее специальное,Не состоял в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,8000,11940,1,0,0
67175853,45,1,Среднее специальное,Состою в браке,2 и больше,1,1,1,0,1,от 10000 до 20000 руб.,8500,9570,1,1,0
72289930,44,0,Среднее,Не состоял в браке,1,1,1,0,1,0,свыше 50000 руб.,30000,9670,1,0,0
65417401,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,3000,6980,1,1,0
64425411,28,1,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,12000,21550,1,0,0
66889480,26,1,Неполное среднее,Гражданский брак,1,1,1,0,0,0,от 20000 до 50000 руб.,12000,7990,3,2,0
60113156,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,6000,26641,1,0,0
62248081,35,1,Среднее,Вдовец/Вдова,1,1,1,0,1,1,от 10000 до 20000 руб.,10000,17509,2,1,0
63599442,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,6740,1,0,0
66092370,24,1,Среднее,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,15000,6190,2,2,0
72278748,35,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,7500,39110,1,0,0
62244180,42,1,Среднее специальное,Состою в браке,1,0,1,0,1,1,от 20000 до 50000 руб.,15000,34120,1,0,0
67174366,22,1,Среднее,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,4620,3,1,0
61958137,42,0,Высшее,Состою в браке,2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,20000,9600,1,0,1
64563529,42,1,Среднее специальное,Разведен(а),2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,17000,4980,2,1,0
66979249,29,0,Высшее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,18000,10790,3,2,0
67332971,28,1,Среднее,Состою в браке,1,1,1,0,1,0,от 10000 до 20000 руб.,10000,24833,2,1,0
66759524,40,1,Среднее,Не состоял в браке,0,0,1,0,0,1,от 5000 до 10000 руб.,5200,3160,2,1,0
66429200,63,0,Среднее,Состою в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,6000,9230,2,2,0
64371026,36,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,9000,8010,1,0,0
67228653,54,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,20000,22469,1,1,0
61428124,30,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,23000,7797,1,0,0
66194626,24,1,Среднее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,16000,8006,1,0,0
62952346,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,11264,1,1,0
61081209,31,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,25000,22490,1,1,0
65287264,49,1,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,15000,11138,2,2,0
66425100,63,1,Среднее,Не состоял в браке,2 и больше,0,0,1,1,1,от 5000 до 10000 руб.,6000,9972,3,3,0
61074840,63,1,Среднее специальное,Вдовец/Вдова,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,10000,61000,1,1,0
74650808,49,1,Среднее,Не состоял в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,8000,3540,1,1,0
66190481,39,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,0,1,от 10000 до 20000 руб.,9000,20379,1,0,0
67334918,48,1,Среднее,Гражданский брак,0,0,1,0,0,1,от 20000 до 50000 руб.,15000,38000,2,1,0
66538005,34,1,Среднее,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,8000,8544,2,2,0
61963197,61,1,Высшее,Состою в браке,2 и больше,0,1,1,0,0,от 20000 до 50000 руб.,15000,28000,1,0,0
61832845,44,1,Среднее,Не состоял в браке,1,1,0,1,0,0,от 20000 до 50000 руб.,6500,10190,1,1,0
64893368,42,1,Среднее специальное,Разведен(а),1,2 и больше,1,0,0,1,от 10000 до 20000 руб.,14000,12919,1,0,0
63992151,60,1,Среднее специальное,Не состоял в браке,0,0,1,1,0,0,от 10000 до 20000 руб.,14000,16420,1,0,0
67228664,50,1,Высшее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,12000,49750,3,2,0
61427343,31,1,Высшее,Не состоял в браке,2 и больше,2 и больше,1,0,1,1,свыше 50000 руб.,53000,100000,1,0,1
63007207,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 5000 до 10000 руб.,6200,4050,1,0,0
74551854,53,1,Среднее,Состою в браке,2 и больше,0,1,0,0,1,от 10000 до 20000 руб.,10000,12510,4,3,0
74479701,51,1,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,15000,26300,1,1,0
65398553,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,6500,5290,1,1,0
59975226,62,1,Среднее специальное,Состою в браке,0,0,0,1,0,1,от 10000 до 20000 руб.,4000,9000,1,1,0
67313225,34,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,от 20000 до 50000 руб.,12000,25000,1,0,0
60053102,31,0,Среднее,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,10000,7430,1,0,0
63982619,58,1,Высшее,Состою в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,22000,4500,1,1,0
61296237,29,1,Среднее,Вдовец/Вдова,0,0,1,0,0,1,от 20000 до 50000 руб.,25000,93000,1,0,1
62437944,44,1,Высшее,Гражданский брак,1,1,1,0,0,0,от 20000 до 50000 руб.,15000,5590,1,0,0
61420372,29,0,Среднее,Не состоял в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,12000,7135,1,1,0
63328714,43,1,Высшее,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,10000,3717,1,0,0
66921594,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 5000 до 10000 руб.,9000,11623,1,0,0
59929169,33,1,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 5000 до 10000 руб.,3300,2890,1,1,0
66074610,24,1,Высшее,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,18290,1,1,0
66858254,35,0,Среднее,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,10000,12410,2,2,0
61359145,55,0,Среднее,Разведен(а),2 и больше,0,1,0,1,0,от 20000 до 50000 руб.,23000,7132,1,0,0
66832263,56,1,Высшее,Состою в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,8000,22000,4,4,0
67430747,51,1,Среднее,Состою в браке,2 и больше,1,1,1,0,0,от 10000 до 20000 руб.,11000,26379,1,0,0
75282279,28,1,Среднее,Разведен(а),1,1,1,0,0,0,от 10000 до 20000 руб.,9700,14600,2,1,0
67078927,34,0,Высшее,Разведен(а),2 и больше,0,1,0,1,0,от 20000 до 50000 руб.,25000,10490,2,2,0
66198271,34,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,30000,8590,1,0,0
61936889,37,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,1,0,от 10000 до 20000 руб.,18000,14765,1,1,0
64569344,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,22000,9655,2,2,1
64440321,37,0,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,5144,1,1,0
75275438,35,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,13078,1,0,0
66333080,36,1,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,14000,11498,2,2,0
60055196,43,1,Высшее,Состою в браке,0,0,1,0,0,1,свыше 50000 руб.,25000,26650,1,0,0
60461754,43,0,Среднее,Гражданский брак,2 и больше,2 и больше,1,0,0,0,от 20000 до 50000 руб.,15000,61920,1,0,0
74829545,36,0,Среднее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,15000,12500,3,3,1
61166556,38,0,Среднее,Состою в браке,1,2 и больше,1,0,1,0,от 20000 до 50000 руб.,20000,12600,1,0,0
61533000,45,0,Высшее,Состою в браке,2 и больше,2 и больше,1,0,0,0,свыше 50000 руб.,40000,20000,1,0,0
64913008,39,1,Среднее специальное,Состою в браке,2 и больше,0,1,0,0,0,от 5000 до 10000 руб.,8500,8564,1,0,1
64843728,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 20000 до 50000 руб.,15000,12598,1,0,0
63903206,57,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,от 20000 до 50000 руб.,20000,5490,1,0,1
62127615,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,13000,28170,1,0,0
63985883,39,0,Среднее,Состою в браке,1,0,1,0,0,1,от 20000 до 50000 руб.,12000,16200,1,0,1
67430276,43,1,Среднее,Состою в браке,2 и больше,0,1,0,0,0,от 10000 до 20000 руб.,15000,14766,1,0,0
61376376,50,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,20000,20350,2,1,0
75270343,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,13000,8091,1,0,0
60040109,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,9800,5772,1,1,0
61110282,31,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,17000,19600,1,0,0
62608527,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,27000,27490,1,0,0
64360607,61,1,Среднее специальное,Состою в браке,2 и больше,0,0,1,0,0,от 10000 до 20000 руб.,8000,13948,1,0,0
63984671,43,1,Среднее специальное,Не состоял в браке,2 и больше,1,1,0,0,1,от 20000 до 50000 руб.,17000,16400,1,0,0
60052594,31,1,Среднее специальное,Разведен(а),2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,15000,12340,1,0,0
62988805,27,1,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 10000 до 20000 руб.,11000,13770,1,0,0
66404899,36,0,Высшее,Состою в браке,1,1,1,0,1,1,от 20000 до 50000 руб.,16000,5790,4,4,0
60384553,43,1,Высшее,Гражданский брак,2 и больше,2 и больше,1,0,0,1,от 20000 до 50000 руб.,20000,20000,1,0,1
62489375,39,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,30000,21160,1,1,0
75210866,43,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,9000,7539,1,0,0
61148673,53,1,Высшее,Не состоял в браке,2 и больше,0,1,0,0,1,от 20000 до 50000 руб.,15000,79959,1,0,1
63906623,43,0,Среднее,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,20000,13916,1,0,1
64467773,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,от 10000 до 20000 руб.,12000,7022,1,0,0
60053244,24,0,Высшее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,14000,5740,1,0,0
60098621,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,от 10000 до 20000 руб.,12000,6480,1,0,0
61375079,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,от 10000 до 20000 руб.,6000,4500,2,1,0
65244343,59,1,Высшее,Состою в браке,2 и больше,0,1,1,0,0,от 20000 до 50000 руб.,32640,33660,2,2,0
74190109,55,0,Среднее,Вдовец/Вдова,0,0,1,0,0,0,от 5000 до 10000 руб.,7000,5050,1,1,1
74461023,51,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,от 20000 до 50000 руб.,30000,4918,2,1,0
74989962,27,1,Высшее,Состою в браке,1,1,1,0,0,1,от 20000 до 50000 руб.,8000,16745,1,1,0
74018454,56,0,Среднее,Состою в браке,2 и больше,0,0,1,0,0,от 5000 до 10000 руб.,4500,9000,2,2,0
61972005,45,1,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,14000,4079,1,1,0
74173492,53,1,Среднее специальное,Разведен(а),1,0,0,1,0,1,от 10000 до 20000 руб.,7000,3099,1,0,0
74941654,34,0,Среднее специальное,Состою в браке,2 и больше,2 и больше,1,0,1,1,от 20000 до 50000 руб.,30000,14031,1,1,0
64885161,39,1,Среднее,Не состоял в браке,1,1,1,0,0,1,от 5000 до 10000 руб.,6800,7740,1,0,0
66841597,61,1,Высшее,Состою в браке,2 и больше,0,1,0,0,0,от 20000 до 50000 руб.,32000,27750,3,3,0
61414920,56,0,Среднее,Гражданский брак,1,0,1,0,0,0,от 10000 до 20000 руб.,10000,12342,1,1,0
75034953,46,1,Среднее,Не состоял в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,10000,13134,2,1,0
66889667,26,0,Среднее,Состою в браке,0,0,1,0,0,0,от 10000 до 20000 руб.,18000,8697,2,1,1
63091305,37,1,Среднее специальное,Разведен(а),1,0,1,0,0,0,от 20000 до 50000 руб.,25000,12850,1,0,0
62629969,30,0,Среднее,Состою в браке,1,1,1,0,1,0,от 20000 до 50000 руб.,15000,27900,1,0,0
64894842,58,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,от 20000 до 50000 руб.,8000,20883,1,0,0
73815380,48,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,от 10000 до 20000 руб.,10000,4900,1,0,0
62593955,31,1,Среднее специальное,Разведен(а),1,1,1,0,0,1,от 5000 до 10000 руб.,9000,20690,1,0,1
62498675,31,0,Среднее,Состою в браке,2 и больше,2 и больше,1,0,0,0,от 10000 до 20000 руб.,16000,4870,1,1,1
63089822,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,свыше 50000 руб.,20000,7898,1,0,0
73815769,33,0,Высшее,Состою в браке,1,1,1,0,0,0,от 20000 до 50000 руб.,20000,24600,1,0,0
